#1
#Denver
# 39.883         -104.65          1650            1
#
# hy	G_Bh	G_Dh	Ta	FF	DD	RH	N	p
double tab1(8760,9)
3872	440	69	18.30	1.5	350	36	0	839
3873	613	84	20.60	2.6	10	32	0	839
3874	758	94	22.80	3.6	30	29	0	839
3875	861	101	25.00	2.6	40	29	0	838
3876	914	104	27.20	3.1	40	23	0	838
3877	866	102	28.30	3.1	120	21	1	837
3878	747	185	30.00	2.6	120	18	3	836
3879	599	165	30.60	2.1	100	16	2	836
3880	367	154	30.00	4.1	360	17	3	835
3881	221	210	30.60	4.1	360	16	5	835
3882	123	54	27.80	3.6	100	21	6	835
3883	17	74	27.20	4.1	160	29	6	835
3884	1	3	25.60	5.7	200	35	6	836
3885	0	0	23.30	4.1	170	29	2	835
3886	0	0	22.80	5.2	190	33	1	836
3887	0	0	21.70	3.1	170	30	1	835
3888	0	0	20.00	4.6	190	43	0	835
3889	0	0	19.40	5.2	180	33	0	835
3890	0	0	17.80	5.2	190	40	2	835
3891	0	0	17.20	4.6	190	41	3	835
3892	0	0	16.10	3.1	180	44	4	835
3893	1	5	17.80	4.1	200	34	6	834
3894	50	47	20.60	4.1	210	30	5	835
3895	184	73	22.80	4.6	190	27	4	835
3896	343	123	26.70	5.7	200	20	4	834
3897	486	127	29.40	5.2	180	19	3	834
3898	678	125	31.70	5.2	200	15	2	833
3899	600	195	33.30	3.1	170	12	5	833
3900	636	237	33.90	4.1	190	11	7	832
3901	211	262	33.90	5.7	210	10	10	832
3902	204	278	33.90	2.6	190	10	9	831
3903	220	502	32.80	6.2	350	14	9	832
3904	0	245	31.70	3.1	360	14	10	832
3905	0	178	29.40	4.1	60	17	10	832
3906	0	105	28.30	2.1	120	19	10	832
3907	0	39	26.70	2.1	150	23	10	832
3908	0	3	26.10	4.1	160	23	10	833
3909	0	0	23.30	2.1	150	27	6	833
3910	0	0	20.00	1.5	180	36	2	833
3911	0	0	18.90	3.6	190	40	1	833
3912	0	0	18.90	1.5	320	38	1	833
3913	0	0	17.20	2.1	210	46	1	833
3914	0	0	16.70	3.1	190	50	1	833
3915	0	0	16.10	3.1	230	50	2	833
3916	0	0	15.00	3.1	210	51	4	833
3917	2	4	15.00	3.6	210	51	4	833
3918	74	38	18.30	3.6	200	38	5	832
3919	235	64	21.10	3.6	220	35	5	832
3920	302	142	26.70	7.2	190	21	5	832
3921	514	132	30.00	4.6	210	18	6	832
3922	558	180	32.80	2.1	210	11	9	832
3923	747	154	33.30	1.5	90	11	7	831
3924	631	258	34.40	2.1	180	11	9	831
3925	742	260	35.60	3.1	360	11	10	830
3926	417	291	35.60	2.6	270	10	10	829
3927	423	226	35.60	2.1	280	11	10	828
3928	178	120	34.40	4.6	300	11	8	828
3929	7	218	33.90	3.6	310	11	9	828
3930	20	155	32.80	2.6	320	12	9	828
3931	0	43	30.00	2.1	50	14	10	828
3932	0	3	25.60	2.6	130	22	9	828
3933	0	0	25.00	3.6	170	21	7	828
3934	0	0	25.00	4.6	190	20	8	828
3935	0	0	24.40	2.6	180	17	7	828
3936	0	0	22.80	3.6	200	19	5	827
3937	0	0	23.90	4.1	180	16	8	826
3938	0	0	22.80	4.1	160	18	7	825
3939	0	0	21.10	3.1	160	22	8	825
3940	0	0	23.30	4.1	160	18	7	825
3941	0	5	22.80	4.1	160	20	10	825
3942	26	65	22.80	4.1	170	23	10	825
3943	107	140	26.70	3.6	170	20	10	825
3944	157	227	28.90	3.6	180	17	9	826
3945	208	314	31.10	3.6	220	10	8	826
3946	196	231	32.20	2.1	240	9	7	825
3947	210	312	34.40	2.1	350	8	8	825
3948	618	292	36.10	6.2	210	7	5	825
3949	539	311	36.10	3.1	300	7	6	825
3950	729	217	35.60	5.7	180	7	5	825
3951	534	206	36.70	2.6	200	7	3	824
3952	508	125	36.70	2.1	300	7	2	824
3953	215	144	35.60	4.6	310	7	8	824
3954	163	84	33.90	5.2	330	11	7	825
3955	26	63	32.80	3.6	360	12	6	825
3956	0	4	27.80	4.1	70	26	6	827
3957	0	0	25.00	7.2	60	35	3	829
3958	0	0	21.70	6.2	10	29	0	832
3959	0	0	19.40	3.1	360	32	1	833
3960	0	0	17.20	2.6	350	36	1	833
3961	0	0	15.60	2.1	340	42	1	833
3962	0	0	15.60	2.1	350	40	1	833
3963	0	0	12.20	1.5	360	57	1	832
3964	0	0	11.70	1.5	110	61	3	832
3965	5	3	11.70	0	0	59	0	833
3966	83	30	16.70	2.1	230	48	1	833
3967	209	61	18.30	1	90	41	2	833
3968	252	167	20.00	3.1	50	50	3	833
3969	399	121	21.10	2.6	150	49	5	833
3970	470	144	21.70	5.2	50	47	5	833
3971	779	137	22.80	2.1	20	44	2	832
3972	937	84	25.00	2.1	190	39	0	832
3973	936	84	26.10	2.1	70	38	0	831
3974	882	81	31.10	6.2	140	23	0	829
3975	776	76	31.70	5.7	140	22	0	829
3976	630	65	32.80	6.2	180	20	1	828
3977	411	65	30.00	7.2	350	30	1	828
3978	266	40	28.90	5.2	310	32	0	828
3979	89	26	27.80	3.1	330	34	0	829
3980	3	3	24.40	3.1	280	42	0	829
3981	0	0	22.20	0	0	48	0	830
3982	0	0	19.40	2.6	150	61	0	831
3983	0	0	20.00	2.6	230	59	0	831
3984	0	0	18.30	2.1	240	65	0	832
3985	0	0	17.20	4.1	340	72	0	833
3986	0	0	16.70	5.2	330	78	10	834
3987	0	0	16.70	4.6	340	80	10	835
3988	0	0	16.70	5.2	340	78	10	835
3989	0	3	15.60	4.6	350	80	10	836
3990	0	27	16.10	4.1	360	81	10	837
3991	0	72	16.10	3.6	360	83	10	837
3992	0	121	15.60	4.6	40	80	10	838
3993	0	197	16.70	5.2	30	75	10	838
3994	199	421	18.30	2.6	30	65	7	838
3995	317	303	21.70	3.6	340	53	8	837
3996	859	114	22.20	4.6	340	51	1	837
3997	895	116	24.40	2.1	360	45	0	836
3998	841	112	26.70	4.1	40	38	0	835
3999	737	105	28.90	4.6	80	35	0	835
4000	433	112	29.40	6.2	120	32	1	834
4001	421	76	30.00	6.2	60	32	0	834
4002	237	56	29.40	6.2	30	34	0	834
4003	71	35	25.00	7.2	340	45	0	835
4004	2	3	23.30	8.2	320	50	0	835
4005	0	0	22.80	7.2	300	55	0	836
4006	0	0	21.70	4.1	330	59	0	836
4007	0	0	20.60	2.1	280	63	0	837
4008	0	0	18.90	2.1	300	70	0	837
4009	0	0	17.80	3.1	310	73	0	837
4010	0	0	17.20	2.1	330	75	0	838
4011	0	0	16.10	2.1	320	83	0	838
4012	0	0	14.40	3.1	350	93	6	839
4013	0	2	15.60	2.6	340	100	10	839
4014	0	22	15.60	3.1	350	100	10	840
4015	0	83	17.20	3.1	360	90	10	841
4016	38	237	18.90	2.6	60	78	10	842
4017	270	220	21.10	3.1	70	68	7	841
4018	302	333	22.80	2.6	20	57	8	841
4019	567	263	23.30	4.1	10	57	7	841
4020	410	454	23.90	5.2	60	55	5	841
4021	756	169	24.40	3.1	50	54	2	841
4022	672	201	27.20	4.1	10	45	3	841
4023	492	244	27.20	5.7	70	47	4	840
4024	541	182	26.70	3.1	80	45	4	840
4025	302	147	27.20	2.1	50	45	5	840
4026	23	165	26.10	3.1	120	48	5	840
4027	28	52	24.40	6.2	110	58	5	840
4028	0	4	23.30	3.1	110	60	6	840
4029	0	0	21.70	2.1	130	66	10	841
4030	0	0	21.10	2.1	150	66	10	841
4031	0	0	21.10	2.1	50	66	10	841
4032	0	0	19.40	2.6	110	73	10	840
4033	0	0	19.40	1.5	160	73	10	840
4034	0	0	18.30	1.5	360	81	6	840
4035	0	0	16.70	0	0	90	3	840
4036	0	0	17.20	1.5	260	90	5	840
4037	0	4	16.70	0	0	93	4	840
4038	0	28	17.80	3.1	350	93	10	840
4039	0	54	17.80	3.6	320	93	10	841
4040	0	114	20.00	3.1	320	81	10	841
4041	351	161	22.80	2.6	260	66	5	841
4042	652	147	24.40	1.5	320	58	1	840
4043	552	195	28.30	2.6	350	48	1	840
4044	402	305	31.10	3.6	330	40	5	839
4045	168	544	27.80	6.2	300	47	9	839
4046	0	266	21.10	2.1	350	78	10	839
4047	0	293	22.80	3.1	360	39	10	839
4048	0	238	23.30	6.2	20	38	10	839
4049	0	170	21.70	4.6	230	68	10	840
4050	0	97	22.80	3.1	270	53	10	839
4051	0	42	21.70	2.1	160	63	10	840
4052	0	4	21.10	5.2	150	63	10	840
4053	0	0	21.10	5.2	180	55	9	841
4054	0	0	19.40	6.2	180	61	10	841
4055	0	0	19.40	7.2	180	63	10	842
4056	0	0	19.40	4.1	190	61	10	841
4057	0	0	18.30	3.6	200	65	7	840
4058	0	0	19.40	4.1	180	59	8	839
4059	0	0	18.30	3.6	170	63	4	839
4060	0	0	17.80	3.6	150	63	5	838
4061	1	4	17.20	2.6	160	63	4	838
4062	69	43	18.30	1.5	270	63	3	839
4063	216	55	21.10	2.6	290	53	1	839
4064	389	79	23.90	1.5	310	45	1	840
4065	594	89	25.00	2.6	340	45	0	840
4066	627	144	26.70	2.6	350	41	1	840
4067	699	215	29.40	2.6	340	34	2	840
4068	701	164	30.60	4.6	350	27	3	839
4069	502	278	31.70	3.1	10	23	6	839
4070	328	336	31.70	4.6	40	23	8	839
4071	444	254	30.60	7.7	330	27	7	839
4072	338	251	29.40	9.8	340	29	8	839
4073	151	157	29.40	8.2	310	29	7	839
4074	0	109	23.30	5.2	140	50	10	841
4075	3	32	21.70	3.1	110	61	9	841
4076	1	3	21.10	3.6	200	59	8	841
4077	0	0	20.00	2.6	200	63	7	842
4078	0	0	18.90	4.1	150	70	8	842
4079	0	0	18.30	2.1	180	73	6	842
4080	0	0	18.90	2.1	210	70	6	841
4081	0	0	17.20	2.1	150	78	6	841
4082	0	0	16.70	2.1	180	80	5	841
4083	0	0	16.10	2.1	180	81	3	841
4084	0	0	15.00	1.5	190	87	5	841
4085	0	4	15.00	2.1	190	83	5	841
4086	18	60	18.30	1.5	190	68	5	842
4087	36	121	22.20	1.5	220	51	8	842
4088	246	160	24.40	2.1	340	43	7	842
4089	290	254	25.60	3.1	320	43	6	842
4090	370	233	27.20	3.1	40	39	5	842
4091	605	294	27.80	2.6	340	35	4	842
4092	650	278	28.30	4.1	60	34	4	842
4093	207	408	28.90	3.1	60	35	6	842
4094	355	392	28.30	6.2	60	34	7	841
4095	272	394	27.80	5.2	80	37	10	840
4096	0	189	20.60	10.3	340	68	10	841
4097	0	135	17.80	5.2	360	90	10	842
4098	0	76	18.30	5.2	340	87	10	843
4099	0	35	18.30	2.1	300	81	10	843
4100	0	4	17.80	4.1	260	87	10	843
4101	0	0	17.80	2.6	180	87	10	843
4102	0	0	17.80	2.6	130	87	10	843
4103	0	0	17.80	2.6	150	87	10	842
4104	0	0	17.20	2.6	80	90	9	842
4105	0	0	17.20	3.1	350	87	10	842
4106	0	0	16.70	4.1	340	93	10	842
4107	0	0	16.70	1.5	350	90	10	842
4108	0	0	15.60	1.5	170	96	6	841
4109	1	3	16.10	1.5	160	90	5	842
4110	12	64	17.20	2.1	190	87	6	842
4111	27	96	18.30	3.1	190	84	9	842
4112	246	136	20.60	2.1	150	65	3	841
4113	515	119	22.20	2.6	70	61	4	841
4114	543	159	24.40	2.1	210	54	6	840
4115	663	207	26.10	3.6	130	48	7	840
4116	766	180	27.20	2.1	320	41	8	839
4117	263	460	26.70	0	0	42	7	839
4118	271	298	26.70	5.2	110	47	9	838
4119	112	317	26.10	2.6	100	48	9	838
4120	148	254	23.90	1.5	230	66	10	838
4121	193	144	24.40	2.6	130	58	10	837
4122	0	117	23.90	3.1	200	66	10	838
4123	0	38	19.40	6.7	170	81	10	838
4124	0	3	18.30	3.6	200	81	10	839
4125	0	0	17.80	2.1	230	80	7	839
4126	0	0	17.80	2.6	180	80	8	839
4127	0	0	17.20	2.6	190	84	7	839
4128	0	0	17.20	2.1	170	87	8	837
4129	0	0	17.80	2.6	170	78	8	837
4130	0	0	17.80	2.1	180	75	7	837
4131	0	0	17.80	2.1	200	75	8	837
4132	0	0	17.20	1.5	130	78	7	837
4133	1	5	17.20	2.1	190	75	8	836
4134	33	48	17.80	3.6	200	73	7	836
4135	110	84	21.70	3.6	190	55	6	836
4136	233	110	25.00	1.5	140	45	7	837
4137	142	260	25.60	7.7	30	47	8	837
4138	0	243	23.30	5.2	40	48	10	838
4139	0	272	18.90	5.7	320	75	10	839
4140	0	288	21.10	4.1	330	59	10	839
4141	102	220	21.10	3.1	210	59	8	838
4142	298	234	23.30	2.1	130	57	6	838
4143	631	163	25.60	0	0	43	6	837
4144	247	241	23.90	3.1	50	50	9	837
4145	277	161	23.90	4.1	40	48	8	837
4146	47	97	20.00	4.1	30	61	7	838
4147	12	52	20.00	4.1	10	68	5	839
4148	2	4	17.20	3.1	300	84	2	839
4149	0	0	17.20	3.1	270	81	0	840
4150	0	0	16.70	0	0	86	0	840
4151	0	0	17.80	3.6	30	73	9	841
4152	0	0	17.20	3.6	20	75	7	840
4153	0	0	16.10	3.1	40	78	7	841
4154	0	0	14.40	0	0	90	3	841
4155	0	0	13.90	1.5	100	89	0	840
4156	0	0	12.80	2.1	110	93	0	841
4157	2	3	12.20	1.5	110	97	1	841
4158	66	37	15.60	1.5	110	83	0	842
4159	227	59	17.80	1.5	130	70	0	841
4160	405	81	18.90	0	0	63	0	841
4161	574	98	20.60	3.1	100	57	0	841
4162	717	110	22.80	3.6	130	48	0	841
4163	819	118	25.00	1.5	120	37	0	840
4164	873	122	26.70	2.6	360	28	0	840
4165	835	120	28.30	1.5	320	24	1	839
4166	303	407	28.90	5.2	320	20	6	839
4167	328	230	32.20	2.6	70	17	5	838
4168	415	167	31.10	4.1	40	17	4	837
4169	94	327	28.90	7.2	20	21	7	838
4170	34	179	27.20	4.1	60	25	6	838
4171	61	48	26.10	3.1	170	30	2	838
4172	0	5	23.90	5.2	20	37	8	839
4173	0	0	23.30	6.2	40	33	2	839
4174	0	0	20.00	1.5	170	43	1	840
4175	0	0	17.80	2.1	190	54	2	840
4176	0	0	17.80	2.1	320	56	3	839
4177	0	0	16.70	2.1	90	65	3	840
4178	0	0	15.60	2.1	150	69	1	839
4179	0	0	13.90	2.6	110	77	0	839
4180	0	0	13.90	3.6	200	77	1	839
4181	3	3	14.40	3.1	190	75	0	840
4182	81	30	16.70	3.6	220	62	0	840
4183	252	47	19.40	3.6	200	51	0	840
4184	438	63	22.80	2.6	200	39	0	840
4185	612	77	26.70	4.6	210	31	0	839
4186	757	87	29.40	2.1	360	21	0	839
4187	861	93	31.10	3.1	350	10	0	839
4188	916	96	31.70	3.1	360	11	0	839
4189	835	98	32.20	3.1	360	10	1	838
4190	820	91	32.80	3.1	10	10	1	838
4191	626	174	33.30	2.1	340	10	3	837
4192	581	75	33.30	3.1	40	11	1	837
4193	414	62	32.20	2.6	40	13	1	836
4194	86	109	31.10	2.6	130	16	5	836
4195	60	45	30.00	2.1	130	18	3	836
4196	1	5	26.70	4.1	200	23	4	836
4197	0	0	25.00	4.1	190	26	3	837
4198	0	0	24.40	4.1	180	31	7	836
4199	0	0	22.80	4.1	180	37	6	836
4200	0	0	20.00	3.1	190	45	2	836
4201	0	0	20.00	2.6	180	45	5	836
4202	0	0	20.00	3.1	180	40	3	835
4203	0	0	18.90	3.1	180	45	4	835
4204	0	0	18.30	1	190	43	5	835
4205	1	4	17.20	2.1	200	46	5	836
4206	48	46	21.10	2.1	150	38	4	836
4207	124	85	25.00	2.6	220	30	4	836
4208	299	126	28.90	2.6	20	21	4	837
4209	400	192	30.60	3.1	30	13	4	837
4210	442	150	31.70	6.2	10	9	4	838
4211	780	114	32.80	3.6	40	9	2	838
4212	790	140	33.30	3.1	20	9	3	837
4213	804	118	32.80	4.1	130	11	2	837
4214	772	123	33.90	6.7	70	12	3	836
4215	666	142	34.40	4.1	70	12	2	836
4216	599	93	35.00	5.2	110	11	0	836
4217	427	77	33.30	5.2	90	14	0	836
4218	243	57	32.20	6.7	70	16	0	836
4219	76	36	30.00	5.2	50	18	0	836
4220	2	4	27.20	3.6	60	21	0	837
4221	0	0	24.40	2.1	100	26	0	838
4222	0	0	22.20	2.1	120	33	0	838
4223	0	0	22.20	2.1	80	31	0	838
4224	0	0	18.30	2.1	90	48	3	838
4225	0	0	18.30	1.5	150	52	3	837
4226	0	0	17.20	2.6	180	56	1	837
4227	0	0	16.70	2.6	150	58	0	836
4228	0	0	15.00	1.5	170	64	0	836
4229	1	3	13.90	2.1	170	72	1	837
4230	57	42	18.90	2.1	210	54	2	837
4231	143	90	21.10	2.1	240	39	3	837
4232	401	88	24.40	0	0	35	0	837
4233	572	107	26.10	0	0	30	0	836
4234	716	121	29.40	3.1	140	28	0	835
4235	821	129	34.40	3.1	130	18	0	835
4236	875	134	36.10	3.1	110	11	0	834
4237	876	134	37.20	2.6	180	9	0	834
4238	824	130	38.30	3.1	180	10	0	833
4239	722	121	38.90	2.1	180	8	0	833
4240	579	108	40.00	2.1	80	7	0	832
4241	409	89	39.40	4.1	310	6	0	832
4242	227	66	38.30	5.2	260	6	0	832
4243	66	41	36.10	4.1	260	7	0	833
4244	1	4	32.20	3.1	260	10	0	833
4245	0	0	28.90	2.1	240	13	0	833
4246	0	0	26.10	3.1	200	20	0	834
4247	0	0	25.60	3.1	200	18	0	834
4248	0	0	25.00	2.6	300	19	0	835
4249	0	0	22.80	3.1	100	23	0	836
4250	0	0	20.00	3.6	140	30	0	836
4251	0	0	19.40	2.6	110	28	2	837
4252	0	0	17.80	2.1	170	38	4	838
4253	0	3	15.60	1.5	170	47	4	839
4254	29	57	20.00	3.6	170	35	6	840
4255	144	94	22.80	3.6	140	25	2	840
4256	352	117	25.00	3.6	60	17	1	840
4257	515	143	25.60	5.2	130	18	1	840
4258	639	162	26.70	7.2	130	20	1	840
4259	747	183	28.90	4.6	130	19	2	840
4260	767	187	30.60	4.6	160	16	3	839
4261	745	183	32.80	2.1	70	14	2	839
4262	656	213	33.90	4.6	50	13	3	838
4263	589	197	33.90	3.1	110	12	2	838
4264	404	185	33.90	3.6	80	13	3	838
4265	292	175	34.40	4.1	50	12	2	838
4266	122	121	33.90	5.2	360	12	4	838
4267	22	57	31.70	5.2	30	14	4	838
4268	0	4	28.90	5.2	80	16	5	839
4269	0	0	26.70	4.1	120	20	4	840
4270	0	0	24.40	3.6	120	30	3	840
4271	0	0	22.80	2.1	120	34	6	840
4272	0	0	19.40	2.1	330	44	4	840
4273	0	0	20.00	4.1	350	27	3	840
4274	0	0	19.40	5.2	330	27	1	841
4275	0	0	17.80	5.2	340	29	0	842
4276	0	0	16.10	3.1	340	32	0	842
4277	2	3	13.90	1.5	320	38	0	843
4278	71	33	17.20	2.1	340	34	0	843
4279	238	53	20.00	3.1	360	28	0	844
4280	387	81	21.70	3.1	10	24	1	844
4281	557	91	23.30	3.1	20	25	1	844
4282	647	153	25.00	0	0	22	2	843
4283	533	245	27.20	0	0	18	3	843
4284	792	154	30.00	4.1	40	16	2	842
4285	821	177	31.70	2.1	300	15	3	841
4286	787	119	33.30	7.2	360	13	2	840
4287	601	224	34.40	6.7	320	13	4	840
4288	326	137	33.30	5.7	350	14	6	840
4289	236	160	31.70	4.1	30	15	6	840
4290	50	114	30.60	4.1	40	16	7	840
4291	19	70	30.00	4.1	80	16	6	840
4292	0	6	26.70	3.1	140	20	5	841
4293	0	0	25.00	3.6	140	24	4	841
4294	0	0	22.80	3.1	130	29	1	841
4295	0	0	20.60	1	160	36	1	841
4296	0	0	20.60	2.6	170	40	1	841
4297	0	0	20.60	4.6	160	39	0	840
4298	0	0	20.60	3.1	210	37	0	840
4299	0	0	18.30	2.1	170	47	0	840
4300	0	0	17.20	2.1	200	48	0	840
4301	1	3	17.20	3.6	190	46	0	840
4302	33	62	20.60	3.1	210	39	3	840
4303	152	99	23.30	3.6	220	32	2	840
4304	229	143	26.70	3.6	190	27	3	840
4305	576	87	28.90	2.1	190	23	2	840
4306	50	121	30.60	2.6	10	17	8	840
4307	357	346	32.80	3.6	360	11	7	840
4308	642	280	32.80	1	160	11	4	839
4309	725	222	33.90	5.2	350	12	4	838
4310	737	129	33.90	3.6	350	13	3	838
4311	368	372	33.90	3.6	180	13	4	837
4312	91	248	31.70	6.2	180	18	8	837
4313	33	142	27.20	8.2	10	29	9	839
4314	23	218	26.70	4.6	70	28	8	838
4315	5	37	25.00	4.1	120	33	7	838
4316	1	5	23.90	3.6	160	34	4	838
4317	0	0	22.80	6.2	190	37	2	838
4318	0	0	22.80	5.7	190	37	3	838
4319	0	0	23.30	2.6	180	33	1	838
4320	0	0	20.60	3.1	200	40	1	838
4321	0	0	18.90	3.1	160	47	0	837
4322	0	0	18.90	2.1	170	42	0	837
4323	0	0	17.80	2.6	140	45	0	838
4324	0	0	17.80	3.1	200	45	0	838
4325	1	3	18.90	5.2	190	37	0	838
4326	68	33	21.10	3.6	170	33	0	839
4327	233	54	24.40	2.1	180	30	0	839
4328	417	73	27.80	3.6	210	23	0	839
4329	591	89	30.60	1.5	210	15	0	839
4330	686	104	32.80	2.1	80	12	1	838
4331	489	122	33.30	3.1	280	10	3	838
4332	867	124	35.00	8.2	340	9	2	837
4333	727	152	34.40	2.6	310	10	4	837
4334	722	151	35.60	5.2	10	10	4	836
4335	457	188	36.10	5.2	310	10	6	836
4336	460	171	36.70	4.1	310	9	5	836
4337	260	171	35.00	4.1	350	9	5	836
4338	131	102	32.80	4.1	50	12	4	836
4339	19	39	31.10	3.6	60	13	6	836
4340	1	5	28.30	2.6	140	17	7	837
4341	0	0	28.30	5.7	170	17	5	837
4342	0	0	26.50	5.3	150	20	2	837
4343	0	0	24.70	4.8	190	25	0	837
4344	0	0	22.90	4.4	190	27	5	837
4345	0	0	21.00	3.9	180	56	0	838
4346	0	0	19.20	3.5	170	54	1	838
4347	0	0	17.40	3	130	64	1	839
4348	0	0	15.60	2.6	100	57	5	839
4349	1	2	13.90	2.6	90	62	1	840
4350	52	40	16.10	1.5	250	54	0	841
4351	205	68	18.30	2.1	300	45	0	841
4352	383	93	21.10	2.1	40	32	0	841
4353	553	114	21.70	3.1	70	31	0	841
4354	697	128	23.30	2.1	50	30	0	840
4355	800	138	24.40	3.1	80	31	0	840
4356	855	143	26.10	3.6	100	27	0	839
4357	857	143	27.20	4.1	120	23	0	838
4358	806	138	29.40	5.7	100	20	0	838
4359	706	129	29.40	3.1	70	19	0	837
4360	465	172	29.40	3.1	50	19	3	837
4361	321	134	30.00	4.1	60	19	5	837
4362	18	154	28.30	4.1	60	20	8	837
4363	18	49	26.10	6.2	30	27	6	838
4364	0	4	25.00	3.6	20	28	6	839
4365	0	0	22.20	2.1	360	34	2	840
4366	0	0	19.40	1.5	170	44	0	840
4367	0	0	20.00	3.1	350	40	4	840
4368	0	0	20.60	3.1	40	40	4	841
4369	0	0	17.20	2.6	340	54	3	841
4370	0	0	16.10	4.1	360	56	2	841
4371	0	0	14.40	4.1	350	62	0	842
4372	0	0	13.90	1.5	330	64	0	842
4373	2	2	14.40	1.5	350	60	0	843
4374	69	31	17.20	1.5	10	54	0	843
4375	235	50	18.90	3.1	30	48	0	843
4376	396	87	20.60	2.1	30	44	4	843
4377	384	204	21.70	4.1	20	45	8	843
4378	550	166	22.20	3.1	70	48	2	843
4379	767	116	23.90	4.1	50	43	1	842
4380	851	102	25.00	1.5	60	42	1	842
4381	648	209	26.70	1.5	20	38	3	841
4382	771	126	27.20	3.6	20	35	2	841
4383	696	124	28.90	3.6	80	31	3	840
4384	566	92	29.40	3.6	70	29	2	839
4385	210	181	27.80	5.7	10	31	5	839
4386	194	96	27.80	6.2	40	29	2	840
4387	57	45	26.10	4.6	30	31	3	840
4388	1	4	24.40	3.6	360	33	7	840
4389	0	0	18.90	3.1	280	65	10	841
4390	0	0	17.20	2.6	130	72	7	842
4391	0	0	17.20	6.2	260	75	10	843
4392	0	0	16.10	3.1	180	87	7	843
4393	0	0	16.10	1.5	210	90	6	843
4394	0	0	16.10	1.5	180	90	8	843
4395	0	0	15.60	1.5	190	90	5	843
4396	0	0	15.60	3.1	160	86	5	843
4397	2	2	14.40	1.5	100	93	1	844
4398	76	27	16.10	2.6	150	83	0	844
4399	245	43	17.80	1.5	230	73	0	844
4400	429	59	19.40	1.5	320	63	0	844
4401	603	72	22.20	1	190	49	0	843
4402	749	81	22.80	2.1	180	48	0	843
4403	795	85	24.40	1.5	140	43	1	842
4404	874	88	25.60	2.1	70	40	1	842
4405	886	87	26.10	3.1	110	38	2	841
4406	706	171	27.20	4.1	140	34	3	841
4407	658	137	27.80	3.1	300	27	2	840
4408	283	249	28.90	4.1	30	25	8	840
4409	239	158	26.70	3.1	50	29	6	840
4410	58	94	25.60	3.6	30	29	8	840
4411	9	78	25.00	3.1	40	31	7	840
4412	1	4	22.20	0	0	51	6	841
4413	0	0	21.10	2.6	360	49	0	841
4414	0	0	18.90	1.5	190	59	0	841
4415	0	0	18.90	1.5	290	59	0	841
4416	0	0	17.20	0	0	65	0	841
4417	0	0	16.70	2.1	330	62	0	841
4418	0	0	15.00	2.1	180	77	0	841
4419	0	0	14.40	2.6	200	78	0	840
4420	0	0	15.00	2.6	200	67	0	840
4421	0	2	13.90	2.6	210	72	0	840
4422	50	39	16.70	4.1	190	60	0	840
4423	203	66	19.40	3.1	200	51	0	841
4424	381	91	22.20	3.1	190	38	0	841
4425	552	111	25.00	3.1	240	30	0	840
4426	696	126	27.80	1.5	320	22	0	840
4427	801	135	30.00	2.1	170	12	0	839
4428	685	165	31.10	2.1	140	13	1	839
4429	812	140	32.20	3.1	340	13	1	838
4430	810	134	32.20	2.1	350	12	1	837
4431	655	124	32.80	2.6	140	12	1	837
4432	513	142	32.80	1.5	230	12	1	836
4433	374	105	32.80	2.1	110	11	1	836
4434	173	97	31.10	2.1	120	14	2	836
4435	22	40	30.00	3.1	80	18	4	836
4436	1	4	26.10	2.1	110	22	2	836
4437	0	0	24.40	2.1	130	26	1	837
4438	0	0	23.30	2.6	160	30	0	836
4439	0	0	22.20	3.1	190	31	0	836
4440	0	0	20.60	4.1	180	33	0	836
4441	0	0	18.30	2.6	180	41	0	836
4442	0	0	19.40	3.6	180	34	0	835
4443	0	0	19.40	3.6	170	34	0	835
4444	0	0	18.90	4.1	210	34	0	835
4445	1	2	18.30	2.1	190	34	0	835
4446	63	33	21.10	3.1	190	31	0	836
4447	227	54	24.40	2.6	200	26	0	836
4448	412	74	27.20	2.1	180	23	0	836
4449	588	90	30.60	2.6	210	20	0	836
4450	735	102	33.30	2.1	190	13	0	835
4451	791	107	33.90	2.1	120	12	1	835
4452	695	259	35.00	5.2	340	12	3	835
4453	780	202	33.90	3.6	340	12	2	835
4454	594	262	35.00	6.2	310	11	3	835
4455	563	141	36.10	7.7	310	11	2	834
4456	282	273	33.90	2.6	310	12	6	834
4457	49	136	34.40	2.6	30	13	6	834
4458	225	74	33.90	3.6	50	13	3	834
4459	62	44	32.20	2.6	40	13	2	835
4460	2	4	26.70	2.6	120	21	2	835
4461	0	0	24.40	2.6	90	29	2	835
4462	0	0	25.00	3.1	250	24	3	835
4463	0	0	23.30	2.6	260	32	5	835
4464	0	0	20.00	0	0	42	3	835
4465	0	0	19.40	1.5	170	42	3	835
4466	0	0	18.30	2.1	190	40	0	835
4467	0	0	17.20	2.1	170	43	0	835
4468	0	0	16.70	2.6	210	42	0	836
4469	0	2	16.70	3.1	190	39	0	836
4470	41	42	19.40	2.1	180	34	0	836
4471	176	72	22.20	3.6	220	29	1	837
4472	297	135	25.60	2.6	220	25	2	836
4473	18	112	28.30	3.1	200	24	8	836
4474	104	470	30.00	2.1	200	18	7	836
4475	534	308	34.40	1.5	130	13	5	835
4476	273	418	35.00	2.1	160	12	6	835
4477	109	398	32.20	5.7	90	13	8	835
4478	153	290	32.80	5.7	250	14	7	835
