#1
#Denver
# 39.883         -104.65          1650            1
#
# hy	G_Bh	G_Dh	Ta	FF	DD	RH	N	p
double tab1(8760,9)
2209	0	0	-6.10	2.1	120	91	10	819
2210	0	0	-6.10	3.1	90	91	10	818
2211	0	0	-8.90	3.6	100	96	3	816
2212	0	0	-7.00	4.1	100	92	9	817
2213	0	0	-6.70	3.1	120	91	10	819
2214	0	0	-6.70	2.1	60	91	10	817
2215	0	22	-5.60	0	0	91	10	818
2216	0	52	-5.00	3.1	290	86	9	818
2217	0	87	-3.90	3.6	320	86	9	818
2218	0	121	-3.30	3.1	290	79	9	819
2219	18	317	-3.30	2.1	240	79	9	820
2220	69	387	-2.20	2.6	190	75	9	819
2221	221	381	0.00	2.1	150	62	9	820
2222	267	341	3.30	3.6	90	52	9	821
2223	235	289	3.30	2.6	110	49	9	822
2224	179	222	3.30	4.6	120	57	9	822
2225	66	153	2.20	5.7	150	59	9	821
2226	62	67	2.20	3.6	160	48	9	822
2227	0	0	-0.60	3.1	150	69	9	822
2228	0	0	-2.20	3.1	110	79	9	822
2229	0	0	-3.30	3.6	120	91	5	822
2230	0	0	-3.90	2.6	160	83	2	824
2231	0	0	-3.90	1.5	220	79	3	821
2232	0	0	-3.90	1.5	200	86	2	821
2233	0	0	-2.20	5.7	230	83	2	822
2234	0	0	-2.60	4.6	230	80	2	821
2235	0	0	-2.80	3.6	230	76	2	821
2236	0	0	-1.70	4.6	220	65	9	822
2237	0	0	-2.80	3.6	160	65	9	824
2238	0	0	-5.00	2.6	150	75	9	821
2239	23	76	-1.10	4.6	190	66	9	824
2240	188	113	0.00	3.1	210	62	9	824
2241	316	164	1.70	2.6	250	50	9	825
2242	522	154	3.90	2.1	200	43	9	826
2243	667	158	7.20	3.6	150	33	9	824
2244	701	162	8.30	5.7	150	29	9	827
2245	572	239	9.40	7.2	160	28	9	826
2246	599	195	10.60	6.7	180	24	9	826
2247	289	281	10.60	7.2	160	25	9	826
2248	62	256	8.90	11.8	180	35	10	825
2249	10	148	6.10	9.3	170	54	10	823
2250	6	59	3.90	9.3	160	63	10	824
2251	0	0	2.20	6.7	160	71	10	823
2252	0	0	1.10	4.6	160	84	10	823
2253	0	0	1.10	3.6	160	84	9	823
2254	0	0	0.60	3.1	140	83	9	822
2255	0	0	1.70	2.1	160	84	10	823
2256	0	0	1.10	2.6	130	88	10	821
2257	0	0	0.60	1.5	70	87	10	821
2258	0	0	0.00	3.1	10	92	10	820
2259	0	0	0.00	4.6	340	91	10	820
2260	0	0	0.00	8.2	340	91	10	821
2261	0	0	0.00	7.2	340	95	10	823
2262	0	0	0.00	7.2	340	91	10	822
2263	35	72	0.00	6.7	10	91	10	823
2264	63	178	0.00	3.6	360	91	10	824
2265	65	261	2.80	4.1	10	78	8	825
2266	530	203	5.60	8.2	20	58	7	827
2267	750	94	7.20	4.6	10	48	8	826
2268	788	117	8.30	4.1	10	40	8	827
2269	772	146	10.60	4.6	10	33	8	828
2270	746	95	10.60	2.6	350	29	7	829
2271	619	93	11.10	3.6	320	25	8	829
2272	411	111	11.10	0	0	25	7	829
2273	263	70	11.10	2.1	180	25	8	826
2274	89	46	8.90	5.2	110	37	7	829
2275	0	0	5.00	4.1	120	53	8	829
2276	0	0	3.90	2.6	130	55	7	829
2277	0	0	1.70	5.2	150	70	0	829
2278	0	0	1.10	4.6	150	73	0	828
2279	0	0	0.60	2.6	120	73	0	830
2280	0	0	0.60	3.1	190	69	0	827
2281	0	0	2.80	6.7	220	65	0	828
2282	0	0	2.20	6.2	230	71	0	827
2283	0	0	2.20	5.2	240	65	0	827
2284	0	0	1.10	3.1	260	67	0	827
2285	0	0	0.60	4.1	240	66	0	830
2286	0	0	0.00	3.1	270	69	6	828
2287	64	72	1.70	3.6	250	67	6	830
2288	258	84	4.40	3.6	360	61	6	832
2289	475	90	7.20	3.6	270	48	2	833
2290	615	92	10.00	2.1	210	36	3	834
2291	712	107	12.80	2.6	150	22	2	835
2292	767	126	14.40	4.1	90	21	6	834
2293	766	140	16.70	6.7	90	20	5	834
2294	717	136	18.90	9.3	170	16	3	833
2295	623	90	19.40	9.3	180	13	2	833
2296	468	87	19.40	8.8	170	15	3	832
2297	285	64	18.90	5.2	280	12	2	826
2298	97	39	17.20	4.1	280	16	3	833
2299	0	0	12.80	2.6	290	27	6	831
2300	0	0	12.20	2.6	240	31	0	832
2301	0	0	11.70	3.6	240	31	2	832
2302	0	0	10.00	5.2	210	36	0	831
2303	0	0	8.90	5.7	210	32	0	830
2304	0	0	8.30	7.2	200	32	0	830
2305	0	0	7.20	5.2	200	31	0	830
2306	0	0	6.10	3.6	210	37	0	829
2307	0	0	7.80	2.1	230	31	0	830
2308	0	0	6.70	3.1	240	34	0	829
2309	0	0	3.90	2.6	140	43	0	832
2310	0	0	3.30	2.1	90	47	0	829
2311	81	72	6.70	2.1	150	45	0	832
2312	289	81	12.20	5.2	110	33	0	835
2313	463	95	13.90	7.2	100	23	4	836
2314	598	102	15.60	6.2	100	21	4	836
2315	687	131	18.30	8.8	120	19	4	832
2316	796	115	19.40	9.8	110	19	4	836
2317	799	101	21.10	10.3	140	15	4	835
2318	739	97	21.70	12.9	140	14	9	834
2319	655	81	21.70	11.8	130	13	9	832
2320	474	87	20.00	13.4	150	13	9	831
2321	291	63	19.40	14.9	140	14	9	824
2322	103	39	16.70	14.4	130	20	9	828
2323	0	0	13.90	8.8	130	30	10	826
2324	0	0	12.80	8.2	130	38	10	824
2325	0	0	11.70	12.9	160	41	10	822
2326	0	0	10.00	9.8	160	47	10	820
2327	0	0	8.30	5.2	200	53	9	819
2328	0	0	8.90	4.1	210	51	10	817
2329	0	0	12.00	7.7	240	34	9	817
2330	0	0	8.30	4.6	220	46	9	815
2331	0	0	8.30	5.7	260	48	10	814
2332	0	0	7.20	13.9	290	33	10	815
2333	0	0	7.20	12.9	280	27	10	815
2334	0	0	6.70	11.3	280	26	10	816
2335	32	108	7.20	9.8	280	26	10	817
2336	0	87	8.30	15.5	300	24	10	818
2337	216	248	10.00	16	280	22	10	820
2338	535	171	13.30	15.5	300	18	9	822
2339	714	129	15.60	12.9	300	18	9	821
2340	799	118	16.10	10.8	330	16	9	826
2341	787	107	17.20	9.3	320	15	4	827
2342	728	102	17.80	10.8	300	15	4	829
2343	620	93	16.70	7.7	300	17	4	829
2344	415	113	16.10	4.1	350	17	4	830
2345	257	77	15.60	5.2	330	18	4	827
2346	97	45	14.40	4.6	350	19	4	831
2347	0	0	9.40	4.6	40	29	4	829
2348	0	0	5.60	3.1	80	67	0	828
2349	0	0	2.80	3.1	120	78	0	827
2350	0	0	1.70	4.1	150	84	0	825
2351	0	0	1.70	4.6	160	84	0	828
2352	0	0	1.70	5.2	170	81	0	825
2353	0	0	1.10	5.2	170	84	0	824
2354	0	0	-1.70	3.1	160	83	0	822
2355	0	0	0.60	6.2	160	83	0	822
2356	0	0	0.00	4.6	170	79	0	822
2357	0	0	1.70	6.2	170	77	0	825
2358	0	0	1.10	6.2	140	80	2	821
2359	87	80	5.60	8.2	150	67	0	823
2360	289	79	9.40	11.3	180	49	0	825
2361	474	96	12.20	11.8	170	41	3	825
2362	635	103	13.90	11.8	140	32	2	824
2363	742	101	15.60	12.9	140	26	3	818
2364	772	151	16.70	14.9	160	17	7	821
2365	599	259	15.60	12.4	180	15	10	820
2366	127	282	15.60	9.3	220	18	10	820
2367	402	237	15.00	7.2	250	16	10	818
2368	389	140	12.20	10.8	310	21	10	818
2369	224	136	11.10	10.3	290	19	10	815
2370	0	55	8.90	12.4	270	23	10	818
2371	0	0	6.70	8.2	280	25	10	818
2372	0	0	5.60	7.2	310	30	10	818
2373	0	0	1.70	2.1	340	77	10	817
2374	0	0	3.30	0	0	49	10	817
2375	0	0	4.40	7.2	260	28	10	819
2376	0	0	3.30	8.8	270	29	10	817
2377	0	0	3.30	8.8	270	24	9	817
2378	0	0	3.30	10.8	270	19	9	817
2379	0	0	2.80	16	280	21	9	817
2380	0	0	2.80	11.3	270	21	9	818
2381	0	0	2.80	11.3	270	21	9	820
2382	0	0	2.20	8.8	270	22	9	821
2383	96	78	4.40	9.8	270	20	9	821
2384	252	129	5.00	9.8	270	20	10	823
2385	183	267	6.70	9.8	270	20	10	825
2386	509	178	8.30	8.8	290	16	10	826
2387	569	218	8.90	11.3	300	16	10	826
2388	771	152	10.60	10.8	310	14	10	828
2389	799	107	10.60	12.9	320	15	10	829
2390	757	96	11.10	8.2	320	15	10	830
2391	543	187	10.60	9.8	340	16	10	830
2392	49	243	10.60	8.8	360	17	9	831
2393	227	134	9.40	11.3	10	18	9	829
2394	108	41	7.80	9.8	10	19	9	831
2395	0	0	4.40	6.2	10	28	9	831
2396	0	0	2.20	5.7	20	33	4	831
2397	0	0	0.60	0	0	37	4	831
2398	0	0	-1.70	3.6	150	42	4	830
2399	0	0	-3.90	4.1	150	51	4	834
2400	0	0	-2.20	5.2	170	48	0	831
2401	0	0	-4.40	3.6	150	56	0	830
2402	0	0	-4.40	3.1	180	53	0	830
2403	0	0	-7.20	3.6	160	61	0	829
2404	0	0	-7.80	3.6	150	78	0	829
2405	0	0	-8.30	3.1	150	78	0	836
2406	0	0	-6.70	4.1	150	75	0	831
2407	97	74	0.00	4.6	130	57	0	835
2408	266	92	3.90	5.2	110	43	2	838
2409	399	150	6.10	4.6	100	33	3	839
2410	613	137	8.30	5.2	120	30	2	840
2411	773	94	10.60	6.2	130	27	3	837
2412	830	117	12.20	6.2	100	24	9	841
2413	827	103	13.30	3.1	60	21	9	841
2414	655	198	15.60	4.6	130	15	9	841
2415	257	314	15.00	6.2	160	14	10	840
2416	413	155	15.60	6.7	150	15	10	840
2417	290	71	13.90	7.2	150	17	9	834
2418	112	42	11.70	6.2	150	23	10	840
2419	0	0	7.80	4.6	150	30	10	837
2420	0	0	8.30	5.7	130	32	10	838
2421	0	0	6.10	6.2	120	39	10	837
2422	0	0	7.20	6.2	150	36	10	837
2423	0	0	1.70	4.6	150	48	9	837
2424	0	0	0.60	4.6	160	54	9	833
2425	0	0	-0.60	3.6	160	57	6	832
2426	0	0	2.80	5.2	210	46	3	833
2427	0	0	2.80	5.7	220	49	2	833
2428	0	0	1.10	5.2	240	55	3	833
2429	0	0	1.10	4.6	250	55	2	836
2430	1	0	0.60	3.6	240	60	3	834
2431	112	66	5.00	4.6	250	51	2	837
2432	306	80	7.80	3.1	280	40	3	838
2433	491	90	10.00	2.1	320	34	2	839
2434	620	110	12.20	0	0	30	3	839
2435	733	128	15.60	1.5	30	25	6	836
2436	792	155	18.30	4.1	50	20	6	841
2437	815	103	20.00	6.2	60	17	6	841
2438	772	99	20.60	6.7	70	17	10	840
2439	585	168	20.60	8.2	70	15	10	839
2440	148	243	19.40	8.8	70	17	10	838
2441	29	162	18.90	9.3	50	19	10	832
2442	74	81	16.70	7.2	50	22	10	837
2443	0	0	13.30	5.7	40	25	10	835
2444	0	0	12.80	7.2	50	25	10	835
2445	0	0	10.60	5.2	10	33	10	835
2446	0	0	8.90	5.7	30	45	3	834
2447	0	0	6.70	3.6	10	57	2	833
2448	0	0	6.70	4.6	300	57	3	832
2449	0	0	5.00	4.1	300	58	3	831
2450	0	0	6.10	4.6	300	59	2	831
2451	0	0	3.90	3.6	280	66	3	830
2452	0	0	3.30	3.1	280	66	2	829
2453	0	0	3.90	3.6	260	66	3	832
2454	1	1	3.90	4.6	250	66	5	830
2455	110	75	7.20	3.6	270	55	5	832
2456	290	95	10.60	5.7	320	44	5	833
2457	436	125	12.20	6.2	340	43	9	834
2458	499	218	15.00	7.2	320	44	5	835
2459	53	281	16.70	7.7	10	42	7	831
2460	211	396	17.80	9.3	20	34	9	835
2461	480	318	18.30	8.8	40	41	9	835
2462	177	367	15.60	5.7	20	47	9	833
2463	21	253	12.20	4.6	40	77	9	831
2464	0	99	13.90	3.1	50	69	9	832
2465	27	133	15.60	5.7	50	55	9	828
2466	76	84	13.90	4.6	50	55	9	832
2467	0	2	10.00	5.2	120	83	5	830
2468	0	0	7.20	3.6	150	90	5	829
2469	0	0	9.40	4.1	250	86	9	830
2470	0	0	8.30	6.7	310	83	10	830
2471	0	0	7.80	6.2	270	93	10	829
2472	0	0	7.20	6.2	10	90	10	829
2473	0	0	7.20	3.6	260	97	10	828
2474	0	0	7.20	6.7	330	93	10	829
2475	0	0	6.10	8.2	340	86	10	829
2476	0	0	6.00	9.3	340	87	10	830
2477	0	0	5.00	10.3	340	89	10	831
2478	1	2	2.80	8.8	360	92	10	830
2479	73	119	0.60	11.3	360	96	10	831
2480	15	148	0.00	9.8	360	100	10	833
2481	0	119	0.00	10.3	360	100	10	834
2482	0	121	0.00	10.3	10	95	10	835
2483	4	206	0.00	8.2	10	95	10	838
2484	10	305	2.00	11.8	20	80	9	836
2485	164	402	3.30	11.3	10	75	9	837
2486	10	218	3.30	10.3	360	63	9	837
2487	113	327	2.80	8.2	10	62	10	837
2488	4	184	3.90	7.7	30	57	9	837
2489	9	157	2.80	7.2	20	59	10	838
2490	0	43	2.20	5.7	20	71	10	837
2491	0	1	1.70	6.2	20	70	10	838
2492	0	0	1.70	5.7	20	67	10	839
2493	0	0	1.10	6.2	20	67	10	839
2494	0	0	-0.60	4.6	20	83	10	838
2495	0	0	-1.10	3.1	360	91	10	839
2496	0	0	-1.00	3.1	360	92	10	837
2497	0	0	-2.80	5.2	50	100	10	837
2498	0	0	-2.80	6.2	360	96	10	837
2499	0	0	-3.90	10.8	20	96	10	837
2500	0	0	-4.00	10.8	20	100	10	837
2501	0	0	-5.60	4.6	20	91	10	837
2502	0	1	-4.40	4.1	30	71	10	838
2503	0	54	-4.40	3.6	20	75	9	838
2504	0	92	-3.30	6.2	360	59	9	839
2505	24	272	-2.20	6.2	310	54	5	840
2506	30	319	-1.10	6.7	330	49	5	840
2507	195	380	0.00	11.8	330	37	5	841
2508	134	430	1.10	10.8	340	31	5	840
2509	154	418	1.70	10.8	350	34	5	840
2510	260	342	1.00	12.9	350	36	9	839
2511	21	219	1.70	10.3	340	38	5	839
2512	311	247	1.70	10.3	330	32	9	839
2513	0	99	1.10	12.9	340	32	7	838
2514	2	68	0.60	12.4	350	33	5	838
2515	2	2	-1.10	8.2	350	51	9	838
2516	0	0	-1.10	11.8	340	54	9	838
2517	0	0	-1.70	8.8	340	57	9	838
2518	0	0	-3.30	4.1	10	75	9	837
2519	0	0	-3.30	4.1	340	72	7	839
2520	0	0	-2.80	5.7	320	65	5	837
2521	0	0	-3.30	5.7	310	59	5	836
2522	0	0	-2.80	7.7	320	51	5	836
2523	0	0	-4.40	4.6	300	65	9	835
2524	0	0	-4.40	4.1	300	56	9	835
2525	0	0	-5.00	3.1	280	56	5	838
2526	4	2	-5.00	3.1	290	53	5	835
2527	124	72	-2.80	3.6	210	51	5	836
2528	227	162	-0.60	4.1	220	42	9	837
2529	56	279	0.60	5.2	350	33	9	837
2530	256	333	1.00	10.8	330	36	10	837
2531	19	290	1.70	7.2	340	36	10	837
2532	0	212	-0.60	7.7	220	66	10	836
2533	0	244	0.60	4.6	230	52	10	836
2534	0	140	-1.70	4.6	140	83	10	835
2535	0	126	-2.20	7.7	30	91	10	836
2536	0	99	-2.00	7.7	30	92	10	835
2537	0	99	-1.10	4.6	10	66	10	837
2538	0	35	-1.10	11.8	350	68	9	837
2539	2	3	-2.20	4.1	350	65	10	836
2540	0	0	-1.70	8.2	350	63	10	837
2541	0	0	-2.20	5.7	340	54	9	838
2542	0	0	-2.80	5.7	340	62	9	838
2543	0	0	-3.90	5.2	330	65	5	840
2544	0	0	-5.60	3.6	270	79	5	837
2545	0	0	-6.70	2.6	250	79	0	836
2546	0	0	-6.70	3.1	250	79	0	836
2547	0	0	-6.10	4.1	220	78	3	836
2548	0	0	-6.70	5.2	220	79	5	836
2549	0	0	-7.20	5.7	220	74	3	839
2550	3	4	-7.20	6.2	220	71	5	836
2551	89	114	-5.60	6.2	210	68	3	837
2552	183	163	-2.80	6.2	210	62	2	838
2553	352	180	-0.60	6.2	200	49	0	838
2554	501	202	2.20	5.2	210	44	0	839
2555	709	163	3.30	2.1	230	28	0	839
2556	828	118	5.60	3.1	220	29	0	841
2557	845	102	7.20	2.1	240	27	3	841
2558	796	98	9.40	2.6	270	27	5	841
2559	682	78	10.60	2.6	290	25	5	841
2560	503	88	11.70	4.1	320	24	5	842
2561	318	72	12.20	1.5	270	24	5	837
2562	128	44	11.10	4.1	220	30	5	841
2563	2	3	7.80	5.7	210	46	5	840
2564	0	0	6.10	6.7	220	49	5	839
2565	0	0	5.00	7.7	200	51	5	838
2566	0	0	5.00	6.7	200	51	5	837
2567	0	0	5.60	6.7	210	49	5	836
2568	0	0	5.60	6.7	210	49	2	836
2569	0	0	5.00	7.7	210	51	2	836
2570	0	0	5.60	6.2	210	49	3	835
2571	0	0	5.00	5.2	230	48	2	835
2572	0	0	4.40	5.2	240	53	5	835
2573	0	0	3.90	4.6	250	52	5	836
2574	5	3	5.00	5.7	240	51	5	836
2575	125	67	11.70	7.2	260	28	7	839
2576	327	81	14.40	8.2	270	22	9	841
2577	490	107	16.10	9.3	290	21	9	842
2578	640	114	17.20	8.2	310	19	9	843
2579	752	132	18.30	6.7	300	18	9	837
2580	758	182	18.90	5.2	290	17	9	842
2581	525	309	19.40	6.2	290	15	9	842
2582	263	374	19.40	4.1	290	16	9	842
2583	426	243	19.40	4.6	320	15	9	842
2584	47	257	20.00	4.6	340	16	9	842
2585	12	155	17.80	2.6	340	18	9	837
2586	85	88	17.00	11.3	330	25	9	842
2587	3	4	16.10	9.8	360	25	9	841
2588	0	0	12.20	2.6	20	36	9	839
2589	0	0	11.70	3.6	220	37	5	839
2590	0	0	10.60	5.7	210	44	5	838
2591	0	0	8.90	6.7	200	51	5	837
2592	0	0	8.90	7.7	200	49	5	837
2593	0	0	7.80	6.7	210	53	9	836
2594	0	0	7.20	6.7	210	55	5	835
2595	0	0	7.20	6.7	220	52	5	835
2596	0	0	6.70	6.2	220	52	5	835
2597	0	0	7.20	7.2	210	48	5	837
2598	8	3	8.30	7.2	210	44	5	836
2599	147	60	10.60	7.2	210	42	5	838
2600	338	83	15.00	4.6	230	33	5	840
2601	496	107	18.30	3.6	300	19	5	841
2602	577	164	18.90	1.5	290	17	9	841
2603	432	316	19.40	2.1	270	18	9	836
2604	110	417	21.10	7.2	260	16	9	841
2605	569	295	21.10	4.1	340	15	9	841
2606	679	204	22.80	4.1	260	14	9	841
2607	432	220	21.70	3.6	360	15	9	839
2608	362	164	22.20	4.1	350	15	9	839
2609	134	168	21.10	2.6	290	17	10	832
2610	94	57	18.30	1.5	120	27	10	837
2611	0	5	16.70	3.1	180	28	10	836
2612	0	0	16.10	2.6	190	26	9	835
2613	0	0	13.90	4.1	180	37	9	834
2614	0	0	11.70	2.1	150	44	9	832
2615	0	0	11.10	3.6	80	44	9	832
2616	0	0	9.40	3.1	140	52	9	830
2617	0	0	10.60	3.1	250	48	10	831
2618	0	0	8.30	3.6	230	56	10	830
2619	0	0	7.20	3.1	210	57	10	829
2620	0	0	8.30	5.2	240	46	10	830
2621	0	0	8.90	2.1	230	37	10	830
2622	1	6	8.30	1.5	220	44	10	830
2623	9	102	11.10	3.6	210	42	10	831
2624	47	198	13.90	3.1	190	35	10	833
2625	221	277	16.70	4.6	190	28	10	833
2626	615	170	18.30	2.6	280	24	10	834
2627	638	239	19.40	0	0	21	10	829
2628	79	406	19.40	3.6	130	23	10	833
2629	68	409	21.10	3.6	90	21	10	832
2630	167	377	21.10	2.1	280	19	10	832
2631	0	131	20.60	3.6	290	20	10	831
2632	0	149	20.00	3.6	10	25	10	830
2633	0	120	18.30	5.7	90	29	10	825
2634	0	49	17.20	4.6	80	30	10	829
2635	5	5	15.00	3.1	360	36	10	828
2636	0	0	13.90	3.1	40	37	10	827
2637	0	0	12.20	2.1	110	41	10	825
2638	0	0	14.40	8.8	170	35	10	825
2639	0	0	12.20	7.7	170	41	10	823
2640	0	0	10.60	3.1	240	46	10	823
2641	0	0	9.40	4.1	210	49	10	822
2642	0	0	8.90	5.2	20	71	6	822
2643	0	0	7.80	4.6	20	73	10	822
2644	0	0	5.60	3.1	100	82	2	821
2645	0	0	6.10	2.1	50	82	6	823
2646	0	0	5.00	3.1	150	86	6	821
2647	161	68	8.30	4.1	130	71	10	823
2648	345	82	10.00	3.6	90	50	10	824
2649	551	91	12.20	4.6	60	41	6	825
2650	693	85	13.30	4.6	90	32	10	825
2651	700	202	14.40	5.2	30	30	10	822
2652	417	353	14.40	3.6	20	27	10	824
2653	441	315	15.00	4.6	360	27	10	824
2654	354	342	15.60	3.6	40	24	10	824
2655	13	210	14.40	5.2	90	27	10	824
2656	0	150	13.00	5.7	110	29	10	823
2657	21	167	13.30	5.7	90	28	10	821
2658	0	31	11.70	5.2	320	37	10	825
2659	0	1	7.20	6.2	270	80	10	824
2660	0	0	6.70	3.6	270	82	10	823
2661	0	0	6.10	3.1	280	86	10	822
2662	0	0	5.60	4.1	340	92	10	822
2663	0	0	5.00	4.1	30	96	10	822
2664	0	0	4.40	3.1	60	93	10	820
2665	0	0	3.90	2.1	180	93	10	820
2666	0	0	3.00	3.6	120	100	10	819
2667	0	0	2.20	4.6	100	92	10	820
2668	0	0	0.00	0	0	100	10	819
2669	0	0	0.00	0	0	100	10	823
2670	0	0	0.00	2.1	310	100	10	820
2671	0	34	0.00	2.1	290	95	10	821
2672	0	70	0.00	1.5	330	100	10	822
2673	0	105	0.00	1.5	330	100	10	821
2674	0	126	0.60	2.6	310	96	10	823
2675	0	161	2.20	4.1	350	89	10	825
2676	0	152	1.70	4.6	290	92	10	825
2677	0	220	1.70	4.1	290	96	10	825
2678	0	222	2.00	4.1	290	93	10	825
2679	4	219	2.20	3.6	290	92	10	827
2680	0	94	2.80	3.1	280	92	10	828
2681	0	63	2.80	3.6	280	100	10	829
2682	0	36	3.30	1.5	320	97	10	830
2683	0	4	3.00	10.3	70	93	10	830
2684	0	0	2.20	9.3	70	96	10	831
2685	0	0	1.70	8.2	70	96	10	832
2686	0	0	1.10	6.7	80	96	10	833
2687	0	0	0.00	1.5	70	100	10	835
2688	0	0	0.00	1.5	320	100	10	834
2689	0	0	0.00	0	0	95	10	835
2690	0	0	0.00	2.6	20	95	10	834
2691	0	0	0.00	2.6	20	92	10	834
2692	0	0	-0.60	2.6	20	100	10	836
2693	0	0	-0.60	2.6	40	100	10	838
2694	0	0	-1.00	4.1	80	100	10	835
2695	0	75	-1.10	7.2	70	95	10	837
2696	0	77	-1.10	6.7	70	87	10	838
2697	0	105	-1.10	5.2	70	87	10	838
2698	0	133	-1.10	2.1	80	91	10	839
2699	0	148	-0.60	0	0	91	10	840
2700	0	182	0.00	0	0	91	10	839
2701	0	208	0.00	0	0	91	10	839
2702	9	283	0.00	0	0	91	10	838
2703	5	247	1.00	0	0	86	10	838
2704	0	150	1.70	0	0	74	10	839
2705	0	68	1.10	0	0	88	10	839
2706	0	32	0.60	0	0	91	10	838
2707	7	7	0.60	0	0	91	10	839
2708	0	0	0.60	0	0	87	10	839
2709	0	0	1.10	0	0	84	10	840
2710	0	0	1.10	0	0	84	10	840
2711	0	0	0.60	1.5	150	91	10	840
2712	0	0	0.60	2.1	180	91	10	839
2713	0	0	-0.60	2.6	130	96	10	837
2714	0	0	-1.10	3.1	130	91	6	837
2715	0	0	-1.10	3.1	130	87	2	836
2716	0	0	-1.10	3.1	140	87	3	836
2717	0	0	-1.10	1.5	70	83	6	836
2718	0	0	-1.10	2.6	170	87	6	836
2719	173	67	0.00	0	0	83	6	837
2720	306	146	1.70	2.1	230	81	6	837
2721	256	280	3.30	1.5	210	79	10	838
2722	99	362	3.90	3.1	180	72	10	838
2723	76	387	5.60	2.6	190	70	10	837
2724	362	389	6.70	4.1	230	67	10	838
2725	68	414	7.80	4.6	150	65	10	838
2726	35	398	8.30	5.2	160	68	10	838
2727	57	338	7.80	9.3	140	73	10	836
2728	4	196	7.80	7.2	160	71	10	836
2729	0	89	6.70	7.7	150	79	10	833
2730	0	32	6.10	5.2	140	76	10	834
2731	3	7	5.00	7.2	150	82	10	834
2732	0	0	4.40	6.7	130	89	10	833
2733	0	0	4.00	8.7	140	87	10	833
2734	0	0	3.90	7.7	150	93	10	832
2735	0	0	3.90	6.7	150	89	10	832
2736	0	0	3.30	4.6	160	92	10	830
2737	0	0	3.30	3.6	160	92	10	830
2738	0	0	2.20	3.6	120	92	10	828
2739	0	0	1.70	3.6	140	92	10	827
2740	0	0	1.10	4.1	150	96	10	827
2741	0	0	2.20	3.1	240	92	10	828
2742	0	0	1.00	4.1	290	100	10	826
2743	47	109	0.60	4.1	270	96	10	826
2744	0	90	1.00	4.1	270	93	10	826
2745	0	118	0.60	2.1	290	96	10	826
2746	36	305	3.30	3.1	280	92	10	827
2747	243	405	5.00	2.1	310	86	10	827
2748	262	417	6.70	2.1	340	76	10	827
2749	106	430	7.80	3.1	40	68	10	828
2750	40	393	7.80	3.1	90	73	10	827
2751	209	329	8.30	2.6	90	71	10	827
2752	0	100	9.40	2.6	50	63	10	828
2753	25	175	7.20	4.6	110	74	10	826
2754	33	90	7.20	4.1	170	76	10	827
2755	9	9	5.00	4.6	160	82	10	826
2756	0	0	3.90	1.5	120	89	10	826
2757	0	0	3.90	3.1	200	89	10	827
2758	0	0	1.70	3.1	170	92	10	825
2759	0	0	1.10	4.1	180	92	10	826
2760	0	0	0.60	2.6	150	91	10	823
2761	0	0	0.60	4.1	190	87	5	823
2762	0	0	0.00	3.1	160	87	5	822
2763	0	0	0.60	2.6	170	83	5	822
2764	0	0	0.00	2.1	170	83	5	821
2765	0	0	-1.10	0	0	87	7	824
2766	0	0	0.60	2.1	200	83	9	823
2767	169	76	3.30	1.5	190	82	9	824
2768	295	121	7.00	5.7	290	76	9	826
2769	446	200	6.10	4.1	300	82	9	826
2770	23	223	7.80	4.1	10	76	9	828
2771	229	376	8.90	5.2	20	73	9	827
2772	686	259	11.10	3.6	360	57	9	830
2773	463	341	11.10	2.6	30	59	9	830
2774	545	251	11.70	4.6	50	59	9	831
2775	464	223	12.20	0	0	57	9	830
2776	151	265	12.20	3.1	10	57	9	831
2777	13	166	11.70	4.1	50	59	9	828
2778	0	32	11.10	2.1	60	61	9	831
2779	3	8	10.00	1.5	90	66	9	831
2780	0	0	7.20	3.6	80	80	5	829
2781	0	0	6.10	4.1	160	82	5	829
2782	0	0	5.00	4.6	170	86	5	828
2783	0	0	6.10	5.2	180	79	5	829
2784	0	0	6.10	5.2	190	79	5	829
2785	0	0	3.90	4.6	180	86	5	828
2786	0	0	4.40	3.6	170	79	5	828
2787	0	0	6.70	6.2	200	73	5	829
2788	0	0	6.10	4.1	190	70	5	829
2789	0	0	7.20	5.2	220	65	7	830
2790	0	0	8.90	4.6	210	61	9	831
2791	35	111	11.10	2.6	250	52	9	832
2792	3	163	11.70	0	0	54	9	833
2793	64	275	13.30	3.6	220	51	9	834
2794	447	279	15.60	2.1	290	40	9	836
2795	720	218	17.20	0	0	35	9	831
2796	505	337	17.20	2.1	360	35	9	835
2797	775	208	18.30	0	0	31	9	835
2798	661	240	19.40	4.6	110	31	9	835
2799	149	332	21.70	3.6	80	28	9	835
2800	14	241	18.90	4.6	60	34	9	834
2801	0	116	17.80	3.6	40	41	9	829
2802	7	85	16.10	3.6	50	48	9	833
2803	0	10	12.20	4.6	60	64	9	831
2804	0	0	11.70	5.2	90	71	9	832
2805	0	0	10.60	7.2	110	74	9	831
2806	0	0	9.40	6.2	150	77	9	831
2807	0	0	8.30	5.7	250	93	9	831
2808	0	0	7.80	2.1	230	93	9	831
2809	0	0	7.20	3.6	220	90	9	830
2810	0	0	7.20	4.1	190	90	9	830
2811	0	0	6.10	3.6	210	93	6	829
